"[1.         0.85885389 0.85532679 0.77713899 0.76886099 0.72148858
 0.68160374 0.33829076 0.30073403 0.2954303  0.29477229 0.2623482
 0.2623482 ]"
"[1.         1.         0.99702588 0.97353309 0.92715994 0.92525013
 0.88413932 0.87732845 0.87635625 0.87092983 0.83685001 0.78951375
 0.78520797 0.77091427 0.77091414 0.73032394 0.73032331 0.73032248
 0.73032193 0.73031149 0.71876963 0.66796802 0.63886068 0.63864618
 0.58700628 0.42073913]"
"[1.         1.         1.         1.         0.97858143 0.97023569
 0.96781227 0.94599613 0.93830494 0.92051016 0.89736085 0.88440964
 0.8809415  0.87654789 0.87618975 0.87014305 0.86356358 0.86107865
 0.85977849 0.83185389 0.79645104 0.78544249 0.76826406 0.76826315
 0.74892064 0.74589099 0.74589094 0.74589093 0.74589076 0.74589075
 0.74589054 0.74589049 0.74589035 0.74588932 0.74588851 0.74588622
 0.74588513 0.71053946 0.70764273 0.69504029 0.69072936 0.58644298]"
"[1.         0.98121185 0.91224011 0.89504875 0.89412416 0.88364769
 0.88364769 0.84823275 0.84823275 0.84823275 0.84823275 0.83419793
 0.83064151 0.81281781 0.81281781 0.81281781 0.78704627 0.73582266
 0.72542079 0.70857675 0.69517193 0.69444864 0.66907137 0.63365293
 0.60777436 0.60551659 0.57752099 0.57751028 0.57750713 0.57750544
 0.54229977 0.5360302  0.52755938 0.5231898  0.51881045 0.50849128
 0.49647831 0.48629381]"
"[1.         0.99156779 0.92684062 0.77512646 0.70708235 0.66440188
 0.62191985 0.59255764 0.56925155 0.56925155 0.56925155 0.53001624
 0.5169523  0.49733207 0.48621141 0.46945731 0.45995978 0.45131351
 0.43043639 0.42036323 0.41610843 0.40655497 0.39460799 0.38421052
 0.3840857  0.37655549 0.37458736 0.37289282 0.36769492 0.36463557
 0.36418318 0.36200787 0.34438883 0.34232567 0.33603632 0.32785289
 0.3267823  0.31562754 0.30454679 0.30454679 0.30454679 0.30454679
 0.30454679 0.30454679 0.3035735  0.30356715 0.30355901 0.3025694
 0.29522822 0.26470476 0.26470476 0.26470476 0.26470476 0.26470476
 0.26470476 0.26470476 0.26470476 0.26470476 0.26470476 0.26470476
 0.23193364 0.20196683]"
"[1.         0.94253834 0.94253834 0.84520121 0.83613545 0.81595466
 0.78751777 0.69933657 0.69319999 0.68304355 0.68296618 0.65298544
 0.65293138 0.6528828  0.60172712 0.60165074 0.60147442 0.60144507
 0.60118466 0.60017264]"
"[1.         0.99456626 0.99456626 0.99456626 0.99456626 0.9702162
 0.96826061 0.94809482 0.94122475 0.9309334  0.91312091 0.87164392
 0.80262335 0.79674766 0.7854688  0.76129079 0.72879919 0.72183441
 0.71995753 0.71995699 0.71995578 0.71995568 0.71994753 0.7199469
 0.71265334 0.69526747 0.66174269 0.65830242 0.64566255 0.64555385
 0.61857514 0.61492512 0.53363075 0.52260376 0.50667871]"
"[1.         1.         0.99702588 0.97353309 0.92715994 0.92525013
 0.88413932 0.87732845 0.87635625 0.87092983 0.83685001 0.78951375
 0.78520797 0.77091427 0.77091414 0.73032394 0.73032331 0.73032248
 0.73032193 0.73031149 0.71876963 0.66796802 0.63886068 0.63864618
 0.58700628 0.42073913]"
"[1.         0.81147846 0.76925789 0.7599253  0.75198164 0.74768732
 0.74768608 0.74768407 0.71507293 0.68262847 0.67616589 0.64949398
 0.6249197  0.62476489 0.60243591 0.5781994  0.49904003 0.4438568 ]"
"[1.         0.99820233 0.97150026 0.97150026 0.97150026 0.97150026
 0.97150026 0.87902033 0.85489639 0.85407219 0.63232876 0.62274479
 0.6226003  0.60739038 0.50644995 0.50017806 0.39426885 0.34865624
 0.30304363]"
"[1.         0.90495621 0.83374028 0.83374028 0.77005709 0.68558733
 0.67789505 0.66396687 0.66181896 0.65837684 0.64433586 0.61077604
 0.61077514 0.61076879 0.58792118 0.56675805 0.56018455 0.557069
 0.54550359 0.54123454 0.51885607 0.50560284 0.48583051 0.41332667
 0.36712524]"
"[1.         0.95736132 0.9156274  0.8778458  0.84555176 0.84555176
 0.82526371 0.81974601 0.81325773 0.80918617 0.80730191 0.80316051
 0.80316051 0.78246423 0.76585651 0.75476245 0.73855973 0.72659437
 0.71820291 0.70902095 0.70238499 0.69877203 0.68217966 0.67368518
 0.66328866 0.6498853  0.64988528 0.64988363 0.6330385  0.63099484
 0.63099483 0.63099479 0.63099458 0.63099453 0.63099452 0.63099451
 0.63099447 0.63099438 0.6309942  0.63099365 0.5986987  0.57717465]"
"[1.         0.80531131 0.78339052 0.76864361 0.7588455  0.74591066
 0.71480313 0.71480286 0.70981562 0.68903177 0.65170331 0.64637271
 0.64498496 0.61785003 0.5686549  0.55385347 0.5330946  0.32393709]"
"[1.         0.91242622 0.88435423 0.7977819  0.78537797 0.75237968
 0.74591576 0.72271955 0.69460766 0.69104739 0.68376655 0.66938896
 0.66936408 0.66173817 0.657721   0.65573018 0.64972411 0.64356765
 0.63649972 0.63143664 0.62157483 0.61756817 0.6143389  0.5851102
 0.58511009 0.58510868 0.55588157 0.55588155 0.55588144 0.55588136
 0.55588133 0.55588116 0.55588089 0.55588074 0.55588014 0.55587975
 0.55587949 0.55587918]"
"[1.         0.95195116 0.9282291  0.89875339 0.87354831 0.85836014
 0.85386644 0.84866138 0.84754633 0.82959804 0.82618606 0.82366204
 0.79700905 0.79700905 0.79700905 0.79700905 0.79700905 0.79700905
 0.79700905 0.79598591 0.79421709 0.78444523 0.78316126 0.76775626
 0.7671596  0.75846215 0.75747234 0.75495156 0.74721617 0.74549011
 0.7369941  0.72203123 0.71771263 0.70092319 0.69773834 0.6940399
 0.68636288 0.67753164 0.66761852 0.66390794 0.66016609 0.65373815
 0.6130814  0.61308106 0.5804924  0.58049216 0.58049093 0.5804905 ]"
"[1.         0.9731139  0.83310923 0.80176031 0.78413136 0.76692907
 0.69815723 0.66349221 0.60038557 0.60038315 0.60037078 0.56049363]"
"[1.         0.75477135 0.73679008 0.72740715 0.72164331 0.69541973
 0.63479276 0.61635294 0.49032924]"
"[1.         0.97454958 0.97022464 0.95428153 0.90328887 0.80522916
 0.78700212 0.77672505 0.70607553 0.69649889 0.68730959 0.68702298
 0.67345666 0.67345582 0.66550893 0.6340655  0.63406208 0.63405804
 0.62907101 0.58891239 0.57220013 0.56583691 0.56316725 0.56193542
 0.55455279 0.55151675 0.54903788 0.52108438 0.51988796 0.49244851
 0.46534592 0.45106425 0.42902836 0.33318597]"
"[1.         0.96678964 0.95562265 0.90078076 0.81945512 0.79839519
 0.77570323 0.76380602 0.74514351 0.7274247  0.72742127 0.72741549
 0.6966166  0.69456624 0.68497177 0.63641716 0.59883173 0.55911028
 0.52470452 0.36798431]"
"[1.         0.98995852 0.95655254 0.95590835 0.95590835 0.83933588
 0.76206837 0.7237069  0.66295838 0.62770258 0.55338317 0.32427699]"
"[1.         1.         0.98993289 0.95146974 0.94465223 0.92426548
 0.87938407 0.86981669 0.86012516 0.85457318 0.8480405  0.84017379
 0.83699777 0.8295891  0.82751119 0.82620619 0.81907246 0.80384761
 0.78505384 0.78204415 0.77475274 0.77475144 0.77474921 0.76638633
 0.764057   0.73484299 0.73484275 0.73484274 0.73484271 0.73484266
 0.73484265 0.73484263 0.73484244 0.73484181 0.73484116 0.73484107
 0.73484102 0.73484053 0.73484031 0.73483891 0.73483108]"
"[1.         0.97854794 0.94845247 0.92913919 0.83053412 0.82606033
 0.80592509 0.75274985 0.74271385 0.72588418 0.70486691 0.70486563
 0.7048649  0.70486149 0.70483558 0.56524864]"
"[1.         0.88030992 0.87635126 0.80297145 0.79613702 0.79076883
 0.78092328 0.76253151 0.70487048 0.6999497  0.68071784 0.67507347
 0.67391477 0.65810605 0.65809146 0.65000102 0.61943763 0.61943749
 0.61943041 0.61121549 0.60405737 0.59622713 0.58318991 0.58209754
 0.56713165 0.50977709 0.50794782 0.49626861 0.45447349 0.35687135]"
"[1.         0.96123663 0.76711998 0.76534101 0.76521832 0.65460491
 0.60240787 0.59916862 0.49120602 0.45973416 0.44542356 0.38047216
 0.36185199 0.35714133 0.3449749  0.31998356]"
"[1.         0.86120787 0.8043028  0.79244048 0.78918228 0.78918228
 0.78918228 0.76918763 0.72878649 0.72714511 0.71691114 0.70132596
 0.69970596 0.69836405 0.69464065 0.67532802 0.66125574 0.65162785
 0.6409189  0.62817278 0.62817271 0.62817261 0.62817059 0.6183199
 0.61556724 0.60955404 0.60955338 0.57772827 0.577728   0.57772733
 0.57772731 0.57772724 0.57772691 0.57772431 0.57771907 0.57771695
 0.55165671 0.54791294 0.54743587 0.5391739  0.53469161 0.48998935
 0.4786927  0.47674443]"
"[1.         0.88580592 0.87353467 0.82198922 0.81852246 0.76131426
 0.75967091 0.73174263 0.70332134 0.67443854 0.63916042 0.63915915
 0.43738565]"
"[1.         0.98810205 0.98810205 0.98810205 0.98810205 0.95670927
 0.87225125 0.8658365  0.83232652 0.78733838 0.73308951 0.71079973
 0.67335601 0.67335402 0.67334863 0.6733447  0.67331604 0.66288175
 0.65988177 0.65855462 0.60890999 0.60211829 0.5968175  0.57491455
 0.56686455 0.55575705 0.55371672 0.5516136  0.46491601]"
"[1.         0.91691504 0.87797796 0.86506226 0.84835795 0.8462309
 0.83086834 0.75215418 0.75042012 0.73872075 0.71106831 0.7110659
 0.68566508 0.68566455 0.64223273 0.642191   0.63716764 0.62294638
